Scan	superkingdom	phylum	class	order	family	genus	species	proteins	taxids
21702	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P36018|YPT52_YEAST	559292
10271	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P46655|SYEC_YEAST	559292
11906	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P00942|TPIS_YEAST	559292
19633	Eukaryota	Ascomycota						sp|A0A1D8PDU3|RS23B_CANAL, sp|P0CX29|RS23A_YEAST, sp|Q6YIA3|RS23_SACU7, sp|P0CY40|RS23B_NAUCC, sp|P0CX30|RS23B_YEAST, sp|P0CY39|RS23A_NAUCC	237561, 559292, 1064592, 659244
21607	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32558|SPT16_YEAST	559292
7190	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12363|WTM1_YEAST	559292
16523									
6877	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P53981|PYP1_YEAST	559292
10079	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P10592|HSP72_YEAST, sp|P10591|HSP71_YEAST	559292
13191	Eukaryota	Ascomycota						sp|Q757J8|IPYR_EREGS, sp|P00817|IPYR_YEAST, sp|Q6BWA5|IPYR_DEBHA, sp|P19117|IPYR_SCHPO	559292, 284811, 284592, 284812
11480	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P01120|RAS2_YEAST	559292
5571	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00360|G3P1_YEAST	559292
13539	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P06787|CALM_YEAST	559292
15769	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P18239|ADT2_YEAST	559292
7858	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P06106|CYSD_YEAST	559292
10950									
18196	Eukaryota	Ascomycota						sp|O13285|IDH1_CANTR, sp|P41939|IDHC_YEAST, sp|P53982|IDHH_YEAST, sp|P21954|IDHP_YEAST, sp|O13294|IDH2_CANTR	5482, 559292
14147	Eukaryota							sp|Q92375|TRXB_SCHPO, sp|P38816|TRXB2_YEAST, sp|P29509|TRXB1_YEAST, sp|Q6BIS1|TRXB_DEBHA, sp|Q75CM8|TRXB_EREGS, sp|Q39243|TRXB1_ARATH	559292, 284811, 284592, 284812, 3702
9276	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P30902|ATP7_YEAST	559292
12492	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32527|ZUO1_YEAST	559292
21678	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P17555|CAP_YEAST	559292
14983	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P53141|MLC1_YEAST	559292
13919	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32327|PYC2_YEAST, sp|P11154|PYC1_YEAST	559292
8835	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P17967|PDI_YEAST	559292
15110	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P0CX50|RL18B_YEAST, sp|P0CX49|RL18A_YEAST	559292
13856									
4205	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|O13426|GLYC_CANAL, sp|P37291|GLYC_YEAST	237561, 559292
10544	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12335|PST2_YEAST	559292
10972	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00950|PMG1_YEAST	559292
15750	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P07267|CARP_YEAST	559292
7490									
12955	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P08417|FUMH_YEAST	559292
14134	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P23641|MPCP_YEAST	559292
16399	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q07551|KAR_YEAST	559292
16121									
15971	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q04304|YMY0_YEAST	559292
15344	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32589|HSP7F_YEAST	559292
20957	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00925|ENO2_YEAST	559292
16423	Eukaryota	Ascomycota						sp|P15108|HSC82_YEAST, sp|P46598|HSP90_CANAL, sp|P02829|HSP82_YEAST	237561, 559292
20810	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P25443|RS2_YEAST	559292
13793	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P09938|RIR2_YEAST	559292
20327	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12460|NOP56_YEAST	559292
21014	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|O94039|TKT1_CANAX, sp|P23254|TKT1_YEAST	5476, 559292
13064	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P29704|ERG9_YEAST	559292
14925	Eukaryota							sp|Q6QDC9|TBB_ZYMTR, sp|O42786|TBB_DOTSE, sp|P41388|TBB_VENIN, sp|P12457|TBB_EUGGR, sp|P10875|TBB_CANAX, sp|P02557|TBB_YEAST, sp|P41799|TBB_PHANO	64363, 321614, 5476, 3039, 1047171, 5025, 559292
6937	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P38716|YHR2_YEAST	559292
10651	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces		sp|Q876J3|EXG_SACU7, sp|P23776|EXG1_YEAST	659244, 559292
8050	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P41816|OYE3_YEAST	559292
12171	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P38715|GRE3_YEAST	559292
20898	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P07251|ATPA_YEAST	559292
12623	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P22803|TRX2_YEAST	559292
9846	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P36775|LONM_YEAST	559292
15210	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P04840|VDAC1_YEAST	559292
11746	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P52910|ACS2_YEAST	559292
11412	Eukaryota							sp|Q18678|SYSC_CAEEL, sp|P07284|SYSC_YEAST, sp|O14018|SYSC_SCHPO, sp|Q8SS48|SYS_ENCCU, sp|Q9HGT6|SYSC_CANAL	284813, 237561, 559292, 284812, 6239
17644	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P47912|LCF4_YEAST, sp|P30624|LCF1_YEAST	559292
9026	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32803|EMP24_YEAST	559292
9098	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P36139|PET10_YEAST	559292
10422	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32366|VA0D_YEAST	559292
6551	Eukaryota	Ascomycota						sp|A0A1D8PEY9|RS17B_CANAL, sp|Q9P7J6|RS17B_SCHPO, sp|P02407|RS17A_YEAST, sp|O42984|RS17A_SCHPO, sp|P14127|RS17B_YEAST	284812, 237561, 559292
7659	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12513|TMA17_YEAST	559292
21810	Eukaryota	Ascomycota						sp|P15108|HSC82_YEAST, sp|P02829|HSP82_YEAST, sp|Q8J2M3|HSP82_EREGS	284811, 559292
8049	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P0CX55|RS18A_YEAST, sp|P0CX56|RS18B_YEAST	559292
21060	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P36139|PET10_YEAST	559292
13412	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00924|ENO1_YEAST, sp|P00925|ENO2_YEAST	559292
7458	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12074|SPEE_YEAST	559292
12077	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P39954|SAHH_YEAST	559292
8510	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00950|PMG1_YEAST	559292
5095	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P46672|ARC1_YEAST	559292
16162	Eukaryota							sp|P54959|EF1A_BLAHO, sp|Q00251|EF1A_AURPU, sp|Q07051|EF1A_EIMBO, sp|P41752|EF1A_EREGS, sp|P02994|EF1A_YEAST, sp|A5DPE3|EF1A_PICGU	5580, 559292, 284811, 294746, 5803, 12968
17599	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P07172|HIS8_YEAST	559292
14210	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32316|ACH1_YEAST	559292
13757	Eukaryota	Ascomycota						sp|P28877|PMA1_CANAX, sp|P19657|PMA2_YEAST, sp|P28876|PMA2_SCHPO, sp|P05030|PMA1_YEAST, sp|P09627|PMA1_SCHPO	559292, 284812, 5476
5256	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P00358|G3P2_YEAST, sp|P00359|G3P3_YEAST	559292
17419	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P26263|PDC6_YEAST	559292
13949	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P17505|MDHM_YEAST	559292
15221	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P38910|CH10_YEAST	559292
8478	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|Q5AJB1|VATA_CANAL, sp|P38078|VATA_CANTR, sp|P17255|VATA_YEAST, sp|Q9UVJ8|VATA_EREGS	284811, 5482, 237561, 559292
15663	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32074|COPG_YEAST	559292
10882	Eukaryota							sp|Q9BIS2|HSP73_DROME, sp|Q8INI8|HSP72_DROME, sp|Q9VG58|HSP74_DROME, sp|Q9BIR7|HSP75_DROME, sp|P10592|HSP72_YEAST, sp|P10591|HSP71_YEAST	7227, 559292
13459	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P53623|HSP72_PICAN, sp|P10592|HSP72_YEAST, sp|P10591|HSP71_YEAST	870730, 559292
10418	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P00942|TPIS_YEAST, sp|Q750Y8|TPIS_EREGS	559292, 284811
20458	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P16120|THRC_YEAST	559292
21220	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P16550|APA1_YEAST	559292
16651	Eukaryota							sp|P00360|G3P1_YEAST, sp|Q43247|G3PC3_MAIZE, sp|P25858|G3PC1_ARATH, sp|Q9FX54|G3PC2_ARATH, sp|Q6K5G8|G3PC3_ORYSJ, sp|P34921|G3PC_DIACA, sp|P34922|G3PC_PEA, sp|Q0J8A4|G3PC1_ORYSJ, sp|P26518|G3PC_MAGLI, sp|P34783|G3P_ATRNU, sp|P04796|G3PC_SINAL, sp|Q757I2|G3P_EREGS, sp|P26520|G3PC_PETHY, sp|A2YQT7|G3PC_ORYSI, sp|P09094|G3PC_TOBAC, sp|Q6BMK0|G3P_DEBHA, sp|P25861|G3PC_ANTMA, sp|P26517|G3PC1_HORVU, sp|P00358|G3P2_YEAST, sp|P08735|G3PC1_MAIZE, sp|Q09054|G3PC2_MAIZE, sp|Q7FAH2|G3PC2_ORYSJ, sp|P08477|G3PC2_HORVU, sp|P00359|G3P3_YEAST	3570, 4102, 284811, 3702, 3553, 4577, 4513, 4097, 4151, 3888, 39946, 559292, 284592, 39947, 3403, 3728
10706	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P10592|HSP72_YEAST, sp|P10591|HSP71_YEAST	559292
15529	Eukaryota							sp|P51819|HSP83_IPONI, sp|P15108|HSC82_YEAST, sp|P46598|HSP90_CANAL, sp|Q07078|HSP83_ORYSJ, sp|Q08277|HSP82_MAIZE, sp|Q0J4P2|HSP81_ORYSJ, sp|P27323|HS901_ARATH, sp|P02829|HSP82_YEAST, sp|A2YWQ1|HSP81_ORYSI, sp|Q69QQ6|HSP82_ORYSJ, sp|Q8J2M3|HSP82_EREGS	4577, 39946, 237561, 559292, 284811, 39947, 35883, 3702
8667	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P05740|RL17A_YEAST	559292
5444	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P16467|PDC5_YEAST, sp|P06169|PDC1_YEAST	559292
12033	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P22146|GAS1_YEAST	559292
20028									
13444	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|Q875K1|ERG6_CLAL4, sp|O74198|ERG6_CANAL, sp|Q6BRB7|ERG6_DEBHA, sp|Q759S7|ERG6_EREGS, sp|P25087|ERG6_YEAST	237561, 559292, 284811, 284592, 306902
17224	Eukaryota	Ascomycota						sp|O14018|SYSC_SCHPO, sp|P07284|SYSC_YEAST	284812, 559292
5363	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P43593|UBP6_YEAST	559292
10768									
14889	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|A5H0J2|DUR1_LACKL, sp|P32528|DUR1_YEAST	4934, 559292
15431	Eukaryota							sp|P19414|ACON_YEAST, sp|P49609|ACON_GRAGA	2777, 559292
12442	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P12695|ODP2_YEAST	559292
13377	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P10592|HSP72_YEAST, sp|P10591|HSP71_YEAST	559292
9882	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P10592|HSP72_YEAST, sp|P10591|HSP71_YEAST	559292
16134	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P38715|GRE3_YEAST	559292
14510	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P16467|PDC5_YEAST, sp|P26263|PDC6_YEAST, sp|P06169|PDC1_YEAST, sp|P83779|PDC1_CANAL, sp|P34734|PDC_HANUV	29833, 237561, 559292
14990	Eukaryota	Ascomycota						sp|P06168|ILV5_YEAST	559292
15320	Eukaryota							sp|B3LI22|RSSA1_YEAS1, sp|O42817|RSSA_CANAL, sp|Q75CQ9|RSSA_EREGS, sp|Q96VK7|RSSA_CANTR, sp|B9WEC5|RSSA_CANDC, sp|A7A0V3|RSSA2_YEAS7, sp|B6K180|RSSA1_SCHJY, sp|B3LT19|RSSA2_YEAS1, sp|Q9Y7L8|RSSA1_SCHPO, sp|A3LRZ0|RSSA_PICST, sp|A5DZP6|RSSA_LODEL, sp|A6ZUM5|RSSA1_YEAS7, sp|B6K2L2|RSSA3_SCHJY, sp|C5DDM1|RSSA_LACTC, sp|P32905|RSSA1_YEAST, sp|C4Y2C6|RSSA_CLAL4, sp|Q6BW39|RSSA_DEBHA, sp|Q9P546|RSSA2_SCHPO, sp|C4YNR7|RSSA_CANAW, sp|A5DGG9|RSSA_PICGU, sp|P46654|RSSA2_YEAST, sp|B6K1S2|RSSA2_SCHJY	284811, 237561, 379508, 573826, 294748, 306902, 307796, 5482, 559292, 284592, 294746, 284812, 285006, 322104, 402676, 559295
16310	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P34760|TSA1_YEAST	559292
21706	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P53095|DSD1_YEAST	559292
16921	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P49089|ASNS1_YEAST, sp|P49090|ASNS2_YEAST	559292
14126									
18334									
3881	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P06169|PDC1_YEAST	559292
17157	Eukaryota	Ascomycota						sp|P05317|RLA0_YEAST, sp|O74864|RLA0_SCHPO	284812, 559292
4053	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00358|G3P2_YEAST, sp|P00359|G3P3_YEAST	559292
10797	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P49626|RL4B_YEAST, sp|P10664|RL4A_YEAST	559292
17872	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P32454|APE2_YEAST, sp|P37898|AAP1_YEAST, sp|Q59KZ1|APE2_CANAL	237561, 559292
16337	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|O13547|CCW14_YEAST	559292
11653	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P21243|PSA1_YEAST	559292
6504									
3805	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00127|QCR6_YEAST	559292
20171	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32599|FIMB_YEAST	559292
3559	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P47154|STE24_YEAST	559292
4450	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P11491|PPB_YEAST	559292
15321	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P00560|PGK_YEAST	559292
15045	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00175|CYB2_YEAST	559292
13718	Eukaryota	Ascomycota						sp|P14540|ALF_YEAST	559292
14803	Eukaryota							sp|Q9C8J1|RH34_ARATH, sp|Q0UU86|IF4A_PHANO, sp|A6ZQJ1|IF4A_YEAS7, sp|Q755W0|FAL1_EREGS, sp|Q94A52|RH2_ARATH, sp|A6ZXY5|FAL1_YEAS7, sp|P10081|IF4A_YEAST, sp|Q12099|FAL1_YEAST, sp|Q75BL8|IF4A_EREGS	307796, 559292, 284811, 321614, 3702
8236	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P30656|PSB5_YEAST	559292
13264	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00360|G3P1_YEAST	559292
17498	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P48570|HOSC_YEAST, sp|Q12122|HOSM_YEAST	559292
22149									
13747	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P23542|AATC_YEAST	559292
7375	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P14540|ALF_YEAST	559292
13528	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P14540|ALF_YEAST	559292
9706	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P40024|ARB1_YEAST	559292
8095	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12447|PAA1_YEAST	559292
12503	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P04807|HXKB_YEAST, sp|P83776|HXKB_CANAL, sp|P04806|HXKA_YEAST	237561, 559292
4056									
2868	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P21826|MLS2_YEAST	559292
13201	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P06169|PDC1_YEAST	559292
8370	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P00358|G3P2_YEAST, sp|P00359|G3P3_YEAST, sp|P00360|G3P1_YEAST	559292
19551	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P09938|RIR2_YEAST	559292
14903									
20544	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P16467|PDC5_YEAST, sp|P06169|PDC1_YEAST	559292
4966	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|Q8X195|XYL1_CANBO, sp|P38715|GRE3_YEAST	5477, 559292
18700	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P16387|ODPA_YEAST	559292
9709	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32528|DUR1_YEAST	559292
16092	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P23641|MPCP_YEAST	559292
11460	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P10080|SSBP1_YEAST	559292
9020	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P22768|ASSY_YEAST	559292
14331	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P02400|RLA4_YEAST	559292
17301									
21226	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P07257|QCR2_YEAST	559292
12551	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P51996|YPT32_YEAST	559292
14303	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32352|ERG2_YEAST	559292
9899	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P06106|CYSD_YEAST	559292
