Scan	superkingdom	phylum	class	order	family	genus	species	proteins	taxids
3789	Eukaryota							sp|P14795|RL40_TRYCR, sp|P62986|RL40_RAT, sp|P49632|RL40_CAEEL, sp|P63052|RL40_FELCA, sp|Q8SWD4|UBIQ_ENCCU, sp|P46575|RL40_EIMBO, sp|P63050|RL40_CANLF, sp|P59272|RS27A_DAUCA, sp|P0CH10|RL403_CHLRE, sp|P62975|UBIQ_RABIT, sp|P23398|UBIQP_STRPU, sp|P69201|RL40_LEIMA, sp|P0C016|RS27A_SCHPO, sp|P62984|RL40_MOUSE, sp|P0CH08|RL40A_YEAST, sp|P0CH07|RL402_SCHPO, sp|P49636|RL40_NICSY, sp|P69313|UBIQ_HELAN, sp|P69317|UBIQ_LUPPO, sp|P0CH09|RL40B_YEAST, sp|P49633|RL40_ACACA, sp|P0DJ25|RL40_TETTS, sp|P0CH11|RL401_CHLRE, sp|P84589|UBIQ_LUMTE, sp|P69200|RL40_LEITA, sp|P33190|RL40_TETPY, sp|P21899|RL40_TRYBB, sp|P0CH06|RL401_SCHPO, sp|P68205|RL40_OPHHA	3055, 6239, 5908, 8665, 5803, 10090, 312017, 9986, 5664, 7668, 10116, 9685, 4232, 4096, 284813, 5689, 3874, 9615, 4039, 6398, 5693, 559292, 284812, 5755, 5702
5222	Bacteria	Pseudomonadota	Gammaproteobacteria					sp|B7VJW9|DNAK_VIBA3, sp|Q9L7Z1|DNAK_VIBPR, sp|A5F361|DNAK_VIBC3, sp|P48209|DNAK_HAEDU, sp|Q87RX3|DNAK_VIBPA, sp|A5UF68|DNAK_HAEIG, sp|A6VNB1|DNAK_ACTSZ, sp|Q5E4T4|DNAK1_ALIF1, sp|B0UWR4|DNAK_HISS2, sp|C3LTA5|DNAK_VIBCM, sp|O34241|DNAK_VIBCH, sp|Q0I3V2|DNAK_HISS1, sp|P71331|DNAK_AGGAC, sp|A3N3K0|DNAK_ACTP2, sp|A5UBQ1|DNAK_HAEIE, sp|B8F7S6|DNAK_GLAP5, sp|Q4QJW4|DNAK_HAEI8, sp|B0BTI7|DNAK_ACTPJ, sp|Q65U55|DNAK_MANSM, sp|P57870|DNAK_PASMU, sp|Q7MN85|DNAK_VIBVY, sp|B5FA11|DNAK_ALIFM, sp|B3H2X7|DNAK_ACTP7, sp|P43736|DNAK_HAEIN, sp|Q5E3A7|DNAK2_ALIF1, sp|O52064|DNAK_MANHA, sp|Q8DF66|DNAK_VIBVU	216895, 671, 339671, 205914, 228400, 434271, 374931, 345073, 243277, 557723, 388396, 575788, 281310, 312309, 416269, 75985, 714, 196600, 272843, 537457, 223926, 233412, 374930, 579112, 221988, 71421
24250	Eukaryota							sp|Q9BPL7|ENO2_TOXGO, sp|P42222|ERR3_YEAST, sp|P00925|ENO2_YEAST, sp|P21550|ENOB_MOUSE, sp|P42897|ENO_ALLMI, sp|P86210|ENOA_MESAU, sp|Q9UAE6|ENO1_TOXGO, sp|P04764|ENOA_RAT, sp|Q27877|ENO_SCHMA, sp|Q27527|ENO_CAEEL, sp|Q9W7L2|ENOA_SCEUN, sp|O57391|ENOG_CHICK, sp|B5DGQ7|ENOB_SALSA, sp|O02654|ENO_DORPE, sp|Q9W7L0|ENOA_PYTRG, sp|P17182|ENOA_MOUSE, sp|P42894|ENO_NEOFR, sp|P07323|ENOG_RAT, sp|P0CX11|ERR2_YEAST, sp|P00924|ENO1_YEAST, sp|Q756H2|ENO_EREGS, sp|P17183|ENOG_MOUSE, sp|Q967Y8|ENO_EIMTE, sp|Q9PVK2|ENOA_ALLMI, sp|P19140|ENOA_ANAPL, sp|P51913|ENOA_CHICK, sp|P0CX10|ERR1_YEAST, sp|P15429|ENOB_RAT, sp|P33676|ENO_SCHJA, sp|Q9W7L1|ENOA_TRASE, sp|P08734|ENOA_XENLA, sp|P25704|ENOB_RABIT, sp|P07322|ENOB_CHICK	8496, 284811, 10090, 9986, 10116, 8030, 10036, 6183, 8839, 8520, 4757, 8355, 5802, 6182, 1051067, 31138, 51751, 9031, 559292, 5811, 6239
21405	Eukaryota							sp|P15108|HSC82_YEAST, sp|O44001|HSP90_EIMTE, sp|Q4UDU8|HSP90_THEAN, sp|P24724|HSP90_THEPA, sp|P02829|HSP82_YEAST, sp|Q8J2M3|HSP82_EREGS	559292, 284811, 5802, 5874, 5875
10717	Eukaryota							sp|P0DMW1|HS71B_RAT, sp|P14659|HSP72_RAT, sp|P16121|HSP70_LUPPO, sp|Q61696|HS71A_MOUSE, sp|P11503|HSP70_ONCVO, sp|P53623|HSP72_PICAN, sp|Q9I8F9|HSP71_ORYLA, sp|P0DMW0|HS71A_RAT, sp|P08106|HSP70_CHICK, sp|Q06248|HSP74_PARLI, sp|P53421|HSP71_PICAN, sp|P11144|HSP70_PLAFA, sp|P10592|HSP72_YEAST, sp|Q05746|HSP70_PLACB, sp|P17156|HSP72_MOUSE, sp|P08418|HSP70_SCHMA, sp|P09446|HSP1_CAEEL, sp|P10591|HSP71_YEAST	8090, 10090, 7656, 10116, 6183, 5828, 3874, 6282, 9031, 559292, 5833, 870730, 6239
7048	Eukaryota							sp|P0DMW1|HS71B_RAT, sp|P10591|HSP71_YEAST, sp|Q61696|HS71A_MOUSE, sp|P53623|HSP72_PICAN, sp|Q7YQC6|HSP71_CANLF, sp|P86237|HS71L_MESAU, sp|Q9I8F9|HSP71_ORYLA, sp|P0DMW0|HS71A_RAT, sp|P27322|HSP72_SOLLC, sp|P16627|HS71L_MOUSE, sp|P53421|HSP71_PICAN, sp|P10592|HSP72_YEAST, sp|P55063|HS71L_RAT, sp|Q91291|HSP70_PLEWA, sp|P17879|HS71B_MOUSE, sp|P26413|HSP70_SOYBN, sp|Q91233|HSP70_ONCTS, sp|P02827|HSP70_XENLA	74940, 4081, 8090, 10090, 10116, 10036, 8355, 9615, 559292, 870730, 3847, 8319
16344	Bacteria							sp|Q9ZNA5|SAHH_ROSDO, sp|Q8PP84|SAHH_XANAC, sp|A0PRF5|SAHH_MYCUA, sp|Q4UQZ8|SAHH_XANC8, sp|Q3B0K7|SAHH_SYNS9, sp|A0M5W6|SAHH_CHRFK, sp|Q3BXC6|SAHH_XANC5, sp|B2SPN6|SAHH_XANOP, sp|Q8A407|SAHH_BACTN, sp|B2HEP6|SAHH_MYCMM, sp|A1KNQ0|SAHH_MYCBP, sp|C1AH22|SAHH_MYCBT, sp|B1VUW6|SAHH_STRGG, sp|B6J3R0|SAHH_COXB2, sp|A5FJK3|SAHH_FLAJ1, sp|A3PW97|SAHH_MYCSJ, sp|Q87EI8|SAHH_XYLFT, sp|Q3ANF4|SAHH_SYNSC, sp|B0U232|SAHH_XYLFM, sp|A9KD88|SAHH_COXBN, sp|A6GW32|SAHH_FLAPJ, sp|A5GI30|SAHH_SYNPW, sp|Q8PCH5|SAHH_XANCP, sp|Q7U9Y3|SAHH_PARMW, sp|O50562|SAHH_CERSP, sp|P9WGV3|SAHH_MYCTU, sp|Q82DC9|SAHH_STRAW, sp|Q9PEJ1|SAHH_XYLFA, sp|Q1BCD6|SAHH_MYCSS, sp|B2I7N4|SAHH_XYLF2, sp|B6J6H1|SAHH_COXB1, sp|Q9KZM1|SAHH_STRCO, sp|Q64MT2|SAHH_BACFR, sp|Q936D6|SAHH_STRAA, sp|Q5YQS7|SAHH_NOCFA, sp|Q83A77|SAHH_COXBU, sp|A1UCK8|SAHH_MYCSK, sp|P9WGV2|SAHH_MYCTO, sp|Q8GGL7|SAHH_STRAZ, sp|Q7TTZ5|SAHH_RHOBA, sp|Q7TWW7|SAHH_MYCBO, sp|A5U7S2|SAHH_MYCTA, sp|Q2NZE3|SAHH_XANOM	316273, 227882, 419947, 190485, 1063, 247156, 233413, 227377, 314565, 405441, 183190, 410289, 83331, 216594, 434923, 362242, 360094, 342109, 243090, 84588, 561275, 190486, 164756, 402612, 405440, 375451, 32051, 295405, 189918, 376686, 100226, 455632, 83332, 434924, 66869, 434922, 316279, 411154, 226186, 164757, 160492, 110662, 41951
21375	Eukaryota							sp|P41753|HSP70_ACHKL, sp|P48720|HSP70_BLAEM, sp|Q61696|HS71A_MOUSE, sp|P26791|HSP70_DAUCA, sp|P37899|HSP70_PYRSA, sp|P40918|HSP70_DAVTA, sp|P05456|HSP70_TRYCR, sp|P24629|HSP71_SOLLC, sp|P53623|HSP72_PICAN, sp|P0DMW0|HS71A_RAT, sp|P17804|HSP70_LEIDO, sp|P27894|HSP70_LEIBR, sp|Q10265|HSP71_SCHPO, sp|P09435|HSP73_YEAST, sp|P53421|HSP71_PICAN, sp|P02827|HSP70_XENLA, sp|P22202|HSP74_YEAST, sp|P14834|HSP70_LEIMA, sp|P11144|HSP70_PLAFA, sp|P16394|HSP70_BRELC, sp|P10592|HSP72_YEAST, sp|Q05746|HSP70_PLACB, sp|P08418|HSP70_SCHMA, sp|Q07437|HSP70_LEIAM, sp|O59855|HSP72_SCHPO, sp|P09446|HSP1_CAEEL, sp|P26413|HSP70_SOYBN, sp|P10591|HSP71_YEAST	5660, 29918, 4081, 5659, 10090, 5661, 4767, 5664, 10116, 6183, 5828, 8355, 4039, 5693, 559292, 4779, 3034, 5833, 284812, 870730, 4808, 3847, 6239
7231	Eukaryota							sp|P0DMW1|HS71B_RAT, sp|Q61696|HS71A_MOUSE, sp|P37899|HSP70_PYRSA, sp|P53623|HSP72_PICAN, sp|Q7YQC6|HSP71_CANLF, sp|P86237|HS71L_MESAU, sp|Q9I8F9|HSP71_ORYLA, sp|P0DMW0|HS71A_RAT, sp|P27322|HSP72_SOLLC, sp|Q10265|HSP71_SCHPO, sp|P16627|HS71L_MOUSE, sp|P53421|HSP71_PICAN, sp|P22202|HSP74_YEAST, sp|P10592|HSP72_YEAST, sp|P55063|HS71L_RAT, sp|Q91291|HSP70_PLEWA, sp|P17879|HS71B_MOUSE, sp|O59855|HSP72_SCHPO, sp|P26413|HSP70_SOYBN, sp|Q91233|HSP70_ONCTS, sp|P10591|HSP71_YEAST	74940, 4081, 8090, 10090, 10116, 10036, 9615, 559292, 3034, 284812, 870730, 3847, 8319
21231	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|A6ZQJ1|IF4A_YEAS7, sp|Q75BL8|IF4A_EREGS, sp|P10081|IF4A_YEAST	307796, 559292, 284811
23052	Eukaryota							sp|Q9BPL7|ENO2_TOXGO, sp|P42222|ERR3_YEAST, sp|P00925|ENO2_YEAST, sp|P21550|ENOB_MOUSE, sp|P42897|ENO_ALLMI, sp|P86210|ENOA_MESAU, sp|Q9UAE6|ENO1_TOXGO, sp|P04764|ENOA_RAT, sp|Q27877|ENO_SCHMA, sp|Q27527|ENO_CAEEL, sp|Q9W7L2|ENOA_SCEUN, sp|O57391|ENOG_CHICK, sp|B5DGQ7|ENOB_SALSA, sp|O02654|ENO_DORPE, sp|Q9W7L0|ENOA_PYTRG, sp|P17182|ENOA_MOUSE, sp|P42894|ENO_NEOFR, sp|P07323|ENOG_RAT, sp|P0CX11|ERR2_YEAST, sp|P00924|ENO1_YEAST, sp|Q756H2|ENO_EREGS, sp|P17183|ENOG_MOUSE, sp|Q967Y8|ENO_EIMTE, sp|Q9PVK2|ENOA_ALLMI, sp|P19140|ENOA_ANAPL, sp|P51913|ENOA_CHICK, sp|P0CX10|ERR1_YEAST, sp|P15429|ENOB_RAT, sp|P33676|ENO_SCHJA, sp|Q9W7L1|ENOA_TRASE, sp|P08734|ENOA_XENLA, sp|P25704|ENOB_RABIT, sp|P07322|ENOB_CHICK	8496, 284811, 10090, 9986, 10116, 8030, 10036, 6183, 8839, 8520, 4757, 8355, 5802, 6182, 1051067, 31138, 51751, 9031, 559292, 5811, 6239
8014	Eukaryota							sp|P54996|G6PD_TAKRU, sp|P11412|G6PD_YEAST	31033, 559292
3997	Eukaryota							sp|P05197|EF2_RAT, sp|P09445|EF2_CRIGR, sp|P32324|EF2_YEAST, sp|Q875S0|EF2_LACK1, sp|Q23716|EF2_CRYPV, sp|P29691|EF2_CAEEL, sp|P28996|EF2_PARKE, sp|Q7ZXP8|EF2_XENLA, sp|P55823|EF2_RABIT, sp|Q8SQT7|EF2_ENCCU, sp|Q875Z2|EF2_NAUCC, sp|P58252|EF2_MOUSE, sp|Q6P3J5|EF2_DANRE, sp|Q90705|EF2_CHICK, sp|O14460|EF2_SCHPO, sp|Q754C8|EF2_EREGS, sp|O23755|EF2_BETVU	284811, 226302, 10090, 9986, 1064592, 10116, 284813, 7955, 8355, 9031, 559292, 5807, 284812, 10029, 3074, 6239, 161934
22933	Eukaryota							sp|Q9BPL7|ENO2_TOXGO, sp|P42222|ERR3_YEAST, sp|P00925|ENO2_YEAST, sp|P21550|ENOB_MOUSE, sp|P42897|ENO_ALLMI, sp|P86210|ENOA_MESAU, sp|Q9UAE6|ENO1_TOXGO, sp|P04764|ENOA_RAT, sp|Q7RA60|ENO_PLAYO, sp|Q27877|ENO_SCHMA, sp|Q27527|ENO_CAEEL, sp|Q9W7L2|ENOA_SCEUN, sp|B5DGQ7|ENOB_SALSA, sp|O02654|ENO_DORPE, sp|Q9W7L0|ENOA_PYTRG, sp|P17182|ENOA_MOUSE, sp|P42894|ENO_NEOFR, sp|P07323|ENOG_RAT, sp|P0CX11|ERR2_YEAST, sp|P00924|ENO1_YEAST, sp|Q8IJN7|ENO_PLAF7, sp|Q756H2|ENO_EREGS, sp|P17183|ENOG_MOUSE, sp|Q967Y8|ENO_EIMTE, sp|Q9PVK2|ENOA_ALLMI, sp|A0A509AQ68|ENO_PLABA, sp|P19140|ENOA_ANAPL, sp|P51913|ENOA_CHICK, sp|P0CX10|ERR1_YEAST, sp|P15429|ENOB_RAT, sp|Q9W7L1|ENOA_TRASE, sp|P08734|ENOA_XENLA, sp|P25704|ENOB_RABIT, sp|P07322|ENOB_CHICK	8496, 73239, 284811, 10090, 9986, 10116, 8030, 10036, 6183, 8839, 8520, 4757, 8355, 5802, 36329, 1051067, 31138, 51751, 9031, 559292, 5811, 5823, 6239
15249	Eukaryota							sp|Q25293|HSP83_LEIIN, sp|P06660|HSP85_TRYCR, sp|P27741|HSP83_LEIAM, sp|P02829|HSP82_YEAST, sp|Q8J2M3|HSP82_EREGS, sp|P36181|HSP80_SOLLC, sp|P15108|HSC82_YEAST, sp|Q9CQN1|TRAP1_MOUSE, sp|P12861|HSP83_TRYBB, sp|Q5XHZ0|TRAP1_RAT, sp|Q18688|HSP90_CAEEL, sp|Q61W58|HSP90_CAEBR, sp|P30946|HS90A_RABIT, sp|O44001|HSP90_EIMTE, sp|P27890|HSP83_LEIDO, sp|P41887|HSP90_SCHPO	5671, 284811, 4081, 5659, 10090, 5661, 9986, 10116, 5702, 5802, 6238, 5693, 559292, 284812, 6239
9623	Eukaryota							sp|O89049|TRXR1_RAT, sp|P13110|TYTR_TRYCO, sp|Q25861|TRXR_PLAF5, sp|B9A1H3|TRXR1_EMIHU, sp|P78965|GSHR_SCHPO, sp|Q93379|GSHR_CAEEL, sp|Q9JMH6|TRXR1_MOUSE, sp|P28593|TYTR_TRYCR, sp|Q74ZK4|GSHR_EREGS, sp|Q17745|TRXR1_CAEEL, sp|P61076|TRXR_PLAF7, sp|P41921|GSHR_YEAST, sp|O15770|GSHR_PLAF7, sp|Q99MD6|TRXR3_MOUSE, sp|Q9JLT4|TRXR2_MOUSE, sp|Q9Z0J5|TRXR2_RAT, sp|Q94655|GSHR_PLAFK, sp|P39040|TYTR_CRIFA, sp|P39051|TYTR_TRYBB, sp|P47791|GSHR_MOUSE, sp|P39050|TYTR_LEIDO	284811, 2903, 10090, 5661, 5656, 10116, 5702, 36329, 5692, 5693, 559292, 284812, 132416, 5839, 6239
11025	Eukaryota							sp|P0DMW1|HS71B_RAT, sp|P14659|HSP72_RAT, sp|P16121|HSP70_LUPPO, sp|Q61696|HS71A_MOUSE, sp|P11503|HSP70_ONCVO, sp|P53623|HSP72_PICAN, sp|Q9I8F9|HSP71_ORYLA, sp|P0DMW0|HS71A_RAT, sp|P08106|HSP70_CHICK, sp|Q06248|HSP74_PARLI, sp|P53421|HSP71_PICAN, sp|P11144|HSP70_PLAFA, sp|P10592|HSP72_YEAST, sp|Q05746|HSP70_PLACB, sp|P17156|HSP72_MOUSE, sp|P08418|HSP70_SCHMA, sp|P09446|HSP1_CAEEL, sp|P10591|HSP71_YEAST	8090, 10090, 7656, 10116, 6183, 5828, 3874, 6282, 9031, 559292, 5833, 870730, 6239
10050	Eukaryota	Streptophyta	Magnoliopsida					sp|Q40521|RB11B_TOBAC, sp|Q01111|YPT3_NICPL, sp|Q40193|RB11C_LOTJA, sp|Q40195|RB11E_LOTJA, sp|Q39434|RB2BV_BETVU, sp|Q40194|RB11D_LOTJA	4092, 4097, 34305, 161934
22219	Eukaryota							sp|P00925|ENO2_YEAST, sp|P21550|ENOB_MOUSE, sp|P42897|ENO_ALLMI, sp|P86210|ENOA_MESAU, sp|P04764|ENOA_RAT, sp|Q27877|ENO_SCHMA, sp|Q27527|ENO_CAEEL, sp|Q9W7L2|ENOA_SCEUN, sp|O57391|ENOG_CHICK, sp|B5DGQ7|ENOB_SALSA, sp|O02654|ENO_DORPE, sp|Q9W7L0|ENOA_PYTRG, sp|P17182|ENOA_MOUSE, sp|P42894|ENO_NEOFR, sp|P07323|ENOG_RAT, sp|P00924|ENO1_YEAST, sp|Q756H2|ENO_EREGS, sp|P17183|ENOG_MOUSE, sp|Q9PVK2|ENOA_ALLMI, sp|P19140|ENOA_ANAPL, sp|P51913|ENOA_CHICK, sp|P15429|ENOB_RAT, sp|P33676|ENO_SCHJA, sp|Q9W7L1|ENOA_TRASE, sp|P08734|ENOA_XENLA, sp|P25704|ENOB_RABIT, sp|P07322|ENOB_CHICK	8496, 284811, 10090, 9986, 10116, 8030, 10036, 6183, 8839, 8520, 4757, 8355, 6182, 1051067, 31138, 51751, 9031, 559292, 6239
21919	Eukaryota								
8794	Eukaryota							sp|Q9YHT1|SDHA_CHICK, sp|Q801S2|SDHAB_XENLA, sp|Q920L2|SDHA_RAT, sp|P47052|SDHX_YEAST, sp|Q8K2B3|SDHA_MOUSE, sp|Q9UTJ7|SDHA_SCHPO, sp|Q00711|SDHA_YEAST, sp|Q7ZVF3|SDHA_DANRE, sp|Q28ED0|SDHA_XENTR	10090, 7955, 9031, 559292, 8355, 8364, 284812, 10116
16766	Eukaryota							sp|P05197|EF2_RAT, sp|P09445|EF2_CRIGR, sp|P32324|EF2_YEAST, sp|Q875S0|EF2_LACK1, sp|Q17152|EF2_BLAHO, sp|P29691|EF2_CAEEL, sp|P28996|EF2_PARKE, sp|Q7ZXP8|EF2_XENLA, sp|P55823|EF2_RABIT, sp|Q875Z2|EF2_NAUCC, sp|P58252|EF2_MOUSE, sp|Q6P3J5|EF2_DANRE, sp|Q90705|EF2_CHICK, sp|O14460|EF2_SCHPO, sp|Q754C8|EF2_EREGS	284811, 226302, 10090, 9986, 1064592, 10116, 7955, 8355, 12968, 9031, 559292, 284812, 10029, 3074, 6239
6403	Eukaryota							sp|P34575|CISY_CAEEL, sp|Q4QDX3|CISY_LEIMA, sp|Q8VHF5|CISY_RAT, sp|Q7ZVY5|CISY_DANRE, sp|A4HXU4|CISY_LEIIN, sp|Q0QEL7|CISY_MESAU, sp|P00890|CISY1_YEAST, sp|Q9CZU6|CISY_MOUSE, sp|P43635|CISY3_YEAST, sp|Q6S9V7|CISY_KATPE, sp|Q6S9V5|CISY_KAJAU, sp|Q10306|CISY_SCHPO, sp|O80433|CISY_DAUCA, sp|A4H9H8|CISY_LEIBR, sp|Q4S5X1|CISY_TETNG, sp|Q6S9V6|CISY_XIPGL, sp|Q6S9V8|CISY_THUOB, sp|P24118|CISY_TETTH, sp|Q0GNE0|CISY_IGUIG, sp|Q61JF9|CISY_CAEBR, sp|Q28DK1|CISY_XENTR, sp|Q7ZWZ5|CISY_XENLA, sp|Q0GNE1|CISY_AMBCR, sp|Q6S9V9|CISY_THUAL	5671, 5660, 8364, 10090, 5664, 10116, 10036, 8226, 51208, 7955, 5911, 8355, 8241, 4039, 6238, 8517, 13721, 8245, 559292, 99883, 284812, 6239, 8236
17622	Eukaryota	Chordata						sp|Q7T2E8|RHOAC_DANRE, sp|Q6DHE8|RHOAD_DANRE, sp|O88931|RAC2_CAVPO, sp|P24406|RHOA_CANLF, sp|Q05144|RAC2_MOUSE, sp|P60764|RAC3_MOUSE, sp|Q9PSX7|RHOC_CHICK, sp|P62999|RAC1_CANLF, sp|P62747|RHOB_RAT, sp|P62746|RHOB_MOUSE, sp|P61589|RHOA_RAT, sp|Q6NUX8|RHOAA_DANRE, sp|Q62159|RHOC_MOUSE, sp|Q6RUV5|RAC1_RAT, sp|Q9QUI0|RHOA_MOUSE, sp|Q6DHM9|RHOAB_DANRE, sp|P22122|RHO_DIPOM, sp|P63001|RAC1_MOUSE	10090, 7955, 10141, 9031, 9615, 10116, 1870830
20376	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P00830|ATPB_YEAST, sp|C0HK52|ATPB_PICAN	870730, 559292
17296	Eukaryota							sp|P05197|EF2_RAT, sp|P09445|EF2_CRIGR, sp|P32324|EF2_YEAST, sp|Q875S0|EF2_LACK1, sp|Q23716|EF2_CRYPV, sp|P29691|EF2_CAEEL, sp|P28996|EF2_PARKE, sp|Q7ZXP8|EF2_XENLA, sp|P55823|EF2_RABIT, sp|Q8SQT7|EF2_ENCCU, sp|Q875Z2|EF2_NAUCC, sp|P58252|EF2_MOUSE, sp|Q6P3J5|EF2_DANRE, sp|Q90705|EF2_CHICK, sp|O14460|EF2_SCHPO, sp|Q754C8|EF2_EREGS, sp|O23755|EF2_BETVU	284811, 226302, 10090, 9986, 1064592, 10116, 284813, 7955, 8355, 9031, 559292, 5807, 284812, 10029, 3074, 6239, 161934
20141	Eukaryota							sp|P50217|IDHC_SOLTU, sp|P41939|IDHC_YEAST, sp|Q06197|IDHC_SOYBN, sp|P41562|IDHC_RAT, sp|O14254|IDHP_SCHPO, sp|O88844|IDHC_MOUSE, sp|Q9Z2K8|IDHC_MICOH, sp|P50218|IDHC_TOBAC, sp|Q9Z2K9|IDHC_MICME, sp|P53982|IDHH_YEAST, sp|P21954|IDHP_YEAST, sp|Q40345|IDHP_MEDSA	4113, 3879, 10090, 559292, 79689, 284812, 10116, 4097, 79684, 3847
19491	Eukaryota							sp|Q95008|PSA5_CAEEL, sp|Q9XZG5|PSA5_TRYBB, sp|Q9M4T8|PSA5_SOYBN, sp|P32379|PSA5_YEAST, sp|O14250|PSA6_SCHPO, sp|Q9UT97|PSA5_SCHPO, sp|Q9Z2U1|PSA5_MOUSE, sp|P40302|PSA6_YEAST, sp|P40303|PSA4_YEAST	10090, 6239, 559292, 284812, 3847, 5702
8764	Eukaryota							sp|Q8SR13|PRS6A_ENCCU, sp|Q6NVR9|ATAD3_XENTR, sp|Q63569|PRS6A_RAT, sp|Q9P3A7|CDC48_SCHPO, sp|O14126|PRS6A_SCHPO, sp|Q25544|PRS8_NAEFO, sp|Q58E76|ATD3A_XENLA, sp|O42586|PR6AB_XENLA, sp|O88685|PRS6A_MOUSE, sp|Q6PAX2|ATD3B_XENLA, sp|Q3KRE0|ATAD3_RAT, sp|O76371|PRS6A_CAEEL, sp|P33297|PRS6A_YEAST, sp|P25694|CDC48_YEAST, sp|O42587|PR6AA_XENLA, sp|Q925I1|ATAD3_MOUSE	5763, 10090, 284813, 559292, 8355, 8364, 284812, 10116, 6239
21623	Eukaryota							sp|Q9BPL7|ENO2_TOXGO, sp|P42222|ERR3_YEAST, sp|P00925|ENO2_YEAST, sp|P21550|ENOB_MOUSE, sp|P42897|ENO_ALLMI, sp|P86210|ENOA_MESAU, sp|Q9UAE6|ENO1_TOXGO, sp|P04764|ENOA_RAT, sp|Q27877|ENO_SCHMA, sp|Q27527|ENO_CAEEL, sp|Q9W7L2|ENOA_SCEUN, sp|O57391|ENOG_CHICK, sp|B5DGQ7|ENOB_SALSA, sp|O02654|ENO_DORPE, sp|Q9W7L0|ENOA_PYTRG, sp|P17182|ENOA_MOUSE, sp|P42894|ENO_NEOFR, sp|P07323|ENOG_RAT, sp|P0CX11|ERR2_YEAST, sp|P00924|ENO1_YEAST, sp|Q756H2|ENO_EREGS, sp|P17183|ENOG_MOUSE, sp|Q967Y8|ENO_EIMTE, sp|Q9PVK2|ENOA_ALLMI, sp|P19140|ENOA_ANAPL, sp|P51913|ENOA_CHICK, sp|P0CX10|ERR1_YEAST, sp|P15429|ENOB_RAT, sp|P33676|ENO_SCHJA, sp|Q9W7L1|ENOA_TRASE, sp|P08734|ENOA_XENLA, sp|P25704|ENOB_RABIT, sp|P07322|ENOB_CHICK	8496, 284811, 10090, 9986, 10116, 8030, 10036, 6183, 8839, 8520, 4757, 8355, 5802, 6182, 1051067, 31138, 51751, 9031, 559292, 5811, 6239
18957	Eukaryota							sp|Q4G338|PPIE_HAECO, sp|Q01490|PPIB_ORPSP, sp|P24367|PPIB_CHICK, sp|P24369|PPIB_MOUSE, sp|P14832|CYPH_YEAST, sp|P0C1H9|PPIB1_RHIO9, sp|P30412|PPIC_MOUSE, sp|P24368|PPIB_RAT, sp|Q27450|CYP1_BRUMA	10090, 10116, 246409, 6289, 6279, 50059, 9031, 559292
21155	Bacteria	Pseudomonadota						sp|Q2RQ51|G6PI_RHORT, sp|B8F632|G6PI_GLAP5, sp|A0L900|G6PI_MAGMM	557723, 156889, 269796
10592	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|C7GRE4|HFA1_YEAS2, sp|A6ZMR9|HFA1_YEAS7, sp|B3LM95|HFA1_YEAS1, sp|P32874|HFA1_YEAST, sp|Q00955|ACAC_YEAST, sp|C8ZF72|HFA1_YEAS8	307796, 559292, 574961, 285006, 643680
6127	Bacteria	Pseudomonadota	Alphaproteobacteria					sp|Q5FSL5|DNAK_GLUOX, sp|Q5NPS6|DNAK_ZYMMO, sp|Q0AKB1|DNAK_MARMM, sp|Q52701|DNAK_RHOCA, sp|Q16D45|DNAK_ROSDO, sp|A1B4E9|DNAK_PARDP, sp|Q5LWJ6|DNAK_RUEPO, sp|Q1GKS3|DNAK_RUEST, sp|A5V5P9|DNAK_RHIWR, sp|Q28VY3|DNAK_JANSC	292414, 290400, 1061, 246200, 264203, 392499, 290633, 394221, 318586, 375451
14080	Bacteria	Pseudomonadota						sp|C3K1E6|ATPB_PSEFS, sp|Q4ZL24|ATPB_PSEU2, sp|A9NBD0|ATPB_COXBR, sp|Q4K3A9|ATPB_PSEF5, sp|Q87TT4|ATPB_PSESM, sp|B0TWS7|ATPB_FRAP2, sp|B7V791|ATPB_PSEA8, sp|A4Y187|ATPB_PSEMY, sp|A6VF32|ATPB_PSEA7, sp|Q0A4M8|ATPB_ALKEH, sp|A9KBF7|ATPB_COXBN, sp|Q48BG5|ATPB_PSE14, sp|A5WBA3|ATPB_PSEP1, sp|B0KRA8|ATPB_PSEPG, sp|B8GRB8|ATPB_THISH, sp|Q3K441|ATPB_PSEPF, sp|Q31DM0|ATPB_HYDCU, sp|Q9HT20|ATPB_PSEAE, sp|Q1GQS5|ATPB_SPHAL, sp|Q83AF5|ATPB_COXBU, sp|Q2N8Z2|ATPB_ERYLH, sp|A4VS62|ATPB_STUS1, sp|Q1I2I7|ATPB_PSEE4, sp|Q2G5N5|ATPB_NOVAD, sp|B1JFU1|ATPB_PSEPW, sp|Q02DF4|ATPB_PSEAB, sp|Q88BX4|ATPB_PSEPK, sp|A5V3X5|ATPB_RHIWR	381754, 317025, 396588, 76869, 317655, 208964, 205922, 279238, 557722, 384676, 314225, 399739, 392499, 205918, 484022, 379731, 160488, 187272, 351746, 434922, 216595, 360115, 220664, 390235, 264730, 223283, 208963, 227377
